NU_ANO_CENSO;NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_CATEGORIA_ESCOLA_PRIVADA;TP_LOCALIZACAO;DS_ENDERECO;NU_ENDERECO;DS_COMPLEMENTO;NO_BAIRRO;CO_CEP;TP_SITUACAO_FUNCIONAMENTO;Qtd_Prof;Qtd_Matri_Inf;Qtd_Matri_Fund;Qtd_Matri_Med;Qtd_Matri_Prof;Qtd_Matri_Eja;Qtd_Matri_Esp;Latitude;Longitude;Precisao_Tipo
2024;Porto Alegre;4314902;EEI CASA AMETISTA;43009042;Privada;1;1;RUA VITOR HUGO;250;;PETROPOLIS;90630070;1;1;76;0;0;0;0;6;-30,0455978;-51,1887384;ROOFTOP
2024;Porto Alegre;4314902;EEI CATIVAR;43004857;Privada;1;1;AVENIDA DOM CLAUDIO JOSE GONCALVES PONCE DE LEAO;376;;VILA IPIRANGA;91370170;1;8;66;0;0;0;0;0;-30,0138562;-51,1462049;ROOFTOP
2024;Porto Alegre;4314902;EEI CATIVAR - PARTENON;43009328;Privada;1;1;RUA PAULINO AZURENHA;1472;;PARTENON;90680240;1;3;74;0;0;0;0;0;-30,0711494;-51,1998413;ROOFTOP
2024;Porto Alegre;4314902;EEI CENTRO ADM FERNANDO FERRARI;43190871;Estadual;0;1;AVENIDA BORGES DE MEDEIROS;1501;;PRAIA DE BELAS;90119900;1;19;168;0;0;0;0;0;-30,040698;-51,2287424;ROOFTOP
2024;Porto Alegre;4314902;EEI CILIKA;43190235;Privada;1;1;RUA CHICO PEDRO;308;;CRISTAL;91910530;1;6;34;0;0;0;0;0;-30,0981778;-51,2425272;ROOFTOP
2024;Porto Alegre;4314902;EEI COLIBRI;43004377;Privada;1;1;AVENIDA ENGENHEIRO ALFREDO CORREA DAUDT;300;;BOA VISTA;90480120;1;7;54;0;0;0;0;0;-30,022221;-51,1790852;ROOFTOP
2024;Porto Alegre;4314902;EEI CONTO DE FADAS;43006787;Privada;1;1;RUA NERO JOSE DA SILVA FILHO;285;;PARTENON;91530570;1;12;84;0;0;0;0;2;-30,0677324;-51,1546962;ROOFTOP
2024;Porto Alegre;4314902;EEI CORUJINHA;43045049;Privada;1;1;AVENIDA EDGAR PIRES DE CASTRO;1056;;ABERTA DOS MORROS;91788000;1;14;94;0;0;0;0;0;-30,155208;-51,1803738;ROOFTOP
2024;Porto Alegre;4314902;EEI CRESCENDO E APRENDENDO;43190170;Privada;1;1;ESTR SAO FRANCISCO;1172;PARADA 3;LOMBA PINHEIRO;91550250;1;6;50;0;0;0;0;0;-30,0938621;-51,1358841;ROOFTOP
2024;Porto Alegre;4314902;EEI CRESCER E SABER;43045863;Privada;1;1;AVENIDA JUCA BATISTA;4268;;HIPICA;91755000;1;10;58;0;0;0;0;0;-30,1583743;-51,1927136;ROOFTOP
2024;Porto Alegre;4314902;EEI CRIANCA E CIA;43220274;Privada;1;1;RUA DOUTOR JOAO EVANGELISTA F. DA COSTA;42;;CAVALHADA;91740660;1;5;110;0;0;0;0;0;-30,1029947;-51,2312425;ROOFTOP
2024;Porto Alegre;4314902;EEI CRIARTE;43004296;Privada;1;1;RUA ROQUE CALAGE;755;;PASSO DA AREIA;91350090;1;11;102;0;0;0;0;0;-30,018451;-51,163234;ROOFTOP
2024;Porto Alegre;4314902;EEI DO SESC - SESQUINHO 4 DISTRITO;43208967;Privada;1;1;AVENIDA BRASIL;483;;NAVEGANTES;90230061;1;10;200;0;0;0;0;14;-30,0048411;-51,2026478;ROOFTOP
2024;Porto Alegre;4314902;EEI DOCE CARAMELO;43209050;Privada;1;1;PRACA JOAO BERGMANN;235;;VILA ASSUNCAO;91900070;1;7;104;0;0;0;0;0;-30,1031873;-51,2571478;ROOFTOP
2024;Porto Alegre;4314902;EEI ENGENHEIRINHO;43209076;Privada;1;1;AV CEL MARCOS;163;;PEDRA REDONDA;91770000;1;6;16;0;0;0;0;0;-30,1231135;-51,2548365;GEOMETRIC_CENTER
2024;Porto Alegre;4314902;EEI ESPACO CRIATIVO;43209025;Privada;1;1;RUA FILADELFIA;150;;SAO JOAO;90550060;1;6;52;0;0;0;0;0;-30,0155496;-51,1930405;ROOFTOP
2024;Porto Alegre;4314902;EEI ESPACO LIVRE;43213790;Privada;1;1;RUA ALFREDO SILVEIRA DIAS;199;;NONOAI;90830180;1;7;28;0;0;0;0;0;-30,0930085;-51,2308307;ROOFTOP
2024;Porto Alegre;4314902;EEI ESTACAO CRIANCA II;43004784;Privada;1;1;RUA GOMES DE FREITAS;330;;JARDIM ITU SABARA;91380330;1;6;38;0;0;0;0;0;-30,0130176;-51,142992;ROOFTOP
2024;Porto Alegre;4314902;EEI ESTACAO DA FELICIDADE;43188710;Privada;1;1;RUA WASHINGTON LUIZ;548;;CENTRO HISTORICO;90010460;1;9;54;0;0;0;0;2;-30,0360325;-51,2348239;ROOFTOP
2024;Porto Alegre;4314902;EEI ESTRELINHAS DE OURO;43220134;Privada;1;1;ACESSO E;3081;;RESTINGA;91793320;1;6;30;0;0;0;0;0;-30,148088;-51,1414502;GEOMETRIC_CENTER
2024;Porto Alegre;4314902;EEI FAVINHO DE MEL;43187510;Privada;1;1;AVENIDA LA PAZ;68 E 80;;JARDIM LINDOIA;91050040;1;7;192;0;0;0;0;2;-30,0017874;-51,1529921;ROOFTOP
2024;Porto Alegre;4314902;EEI FAZENDO ARTE;43210368;Privada;1;1;RUA DOUTOR CAMPOS VELHO;1741/1751;CASA;CRISTAL;90820001;1;11;92;0;0;0;0;0;-30,0946685;-51,2289222;ROOFTOP
2024;Porto Alegre;4314902;EEI FONTE DOS ANJOS;43008640;Privada;1;1;RUA ZEPPELIN;54;PARADA 18;LOMBA DO PINHEIRO;91570520;1;8;34;0;0;0;0;2;-30,098491;-51,1261664;APPROXIMATE
2024;Porto Alegre;4314902;EEI GATINHO DO MATO;43213782;Privada;1;1;RUA XAVIER DA CUNHA;491;;NONOAI;90830430;1;7;90;0;0;0;0;4;-30,0904381;-51,2303977;RANGE_INTERPOLATED
2024;Porto Alegre;4314902;EEI GENTE MIUDA;43002064;Privada;1;1;AVENIDA BENNO MENTZ;215;;VILA IPIRANGA;91370020;1;8;76;0;0;0;0;2;-30,0125339;-51,1479986;ROOFTOP
2024;Porto Alegre;4314902;EEI GENTE MIUDINHA;43211313;Privada;1;1;RUA MALI;787;CASA;VILA IPIRANGA;91370230;1;11;164;0;0;0;0;2;-30,0180161;-51,1490446;ROOFTOP
2024;Porto Alegre;4314902;EEI GIRAFINHA TRAVESSA;43188290;Privada;1;1;RUA DA REPUBLICA;384;ANEXO 378;CIDADE BAIXA;90050320;1;14;202;0;0;0;0;8;-30,0388476;-51,2232872;ROOFTOP
2024;Porto Alegre;4314902;EEI GIRASSOL;43209270;Privada;1;1;RUA SOUZA LOBO;1352;;VILA JARDIM;91320320;1;11;60;0;0;0;0;0;-30,0408723;-51,1521557;ROOFTOP
2024;Porto Alegre;4314902;EEI GIRASSOL DO APRENDER;43191282;Privada;1;1;AVENIDA CLEMENCIANO BARNASQUE;460;;TERESOPOLIS;91720260;1;6;24;0;0;0;0;0;-30,0844198;-51,2083581;ROOFTOP
2024;Porto Alegre;4314902;EEI GOSTINHO DE INFANCIA;43213774;Privada;1;1;RUA BERNARDINO CAETANO FRAGA;323;;SANTA TEREZA;90850430;1;6;50;0;0;0;0;4;-30,0717026;-51,2170744;ROOFTOP
2024;Porto Alegre;4314902;EEI HAPPY KIDS;43142273;Privada;1;1;RUA MALI;345;;VILA IPIRANGA;91370020;1;7;56;0;0;0;0;0;-30,0138127;-51,1489655;ROOFTOP
2024;Porto Alegre;4314902;EEI HORA DE BRINCAR;43239641;Privada;1;1;RUA GUADALAJARA;845;;JARDIM ITU SABARA;91215290;1;5;38;0;0;0;0;2;-30,0351739;-51,1438487;ROOFTOP
2024;Porto Alegre;4314902;EEI IGORZINHO;43004300;Privada;1;1;RUA HONORATO TONIOLO;96;;HIPICA;91755100;1;7;166;0;0;0;0;2;-30,1577496;-51,1975512;ROOFTOP
2024;Porto Alegre;4314902;EEI INTERAGIR;43213766;Privada;1;1;RUA DOUTOR PEREIRA NETO;84;;TRISTEZA;91920530;1;7;98;0;0;0;0;2;-30,1122143;-51,2516426;ROOFTOP
2024;Porto Alegre;4314902;EEI JOANINHAS TRAVESSAS;43213960;Privada;1;1;RUA DOS BIAZETTO;100;;CAMPO NOVO;91750063;1;7;62;0;0;0;0;0;-30,146558;-51,2026955;ROOFTOP
2024;Porto Alegre;4314902;EEI JOAO E MARIA;43004709;Privada;1;1;RUA SAPE;575;;JARDIM IPIRANGA;91350050;1;11;268;0;0;0;0;0;-30,0178366;-51,157922;ROOFTOP
2024;Porto Alegre;4314902;EEI LALILU LETRASIN LTDA EPP;43206336;Privada;1;1;RUA ADAO BAINO;587;;CRISTO REDENTOR;91350240;1;8;156;0;0;0;0;2;-30,0158308;-51,1557188;ROOFTOP
2024;Porto Alegre;4314902;EEI LAPIS DE COR;43004750;Privada;1;1;AVENIDA PERNAMBUCO;2808;;NAVEGANTES;90240001;1;5;40;0;0;0;0;0;-30,0175192;-51,2014936;ROOFTOP
2024;Porto Alegre;4314902;EEI LARANJINHA DO CEU;43188648;Privada;1;1;RUA BADEN POWELL;168;;SARANDI;91110040;1;9;44;0;0;0;0;0;-30,0026648;-51,1376584;ROOFTOP
2024;Porto Alegre;4314902;EEI LUDICA INFANCIA - CESI JUNIOR ZONA SUL;43009093;Privada;1;1;RUA ZUZU ANGEL;251;;ABERTA DOS MORROS;91787880;1;8;106;0;0;0;0;4;-30,159732;-51,1874864;ROOFTOP
2024;Porto Alegre;4314902;EEI MAIS ACAO;43210392;Privada;1;1;AVENIDA NOVA YORK;335;;AUXILIADORA;90550070;1;6;62;0;0;0;0;0;-30,0191373;-51,1950021;ROOFTOP
2024;Porto Alegre;4314902;EEI MARISTA MENINO JESUS;43280005;Privada;2;1;R GARCA-MOURA;100;;FLORESTA;90220330;1;12;192;0;0;0;0;8;-30,017194;-51,214281;ROOFTOP
2024;Porto Alegre;4314902;EEI MARISTA TIA JUSSARA;43188184;Privada;2;1;RUA SANTA RITA DE CASSIA ILHA MARINHEIROS;90;ILHA DOS MARINHEIROS;ARQUIPELAGO;90090000;1;9;216;0;0;0;0;0;-29,9918005;-51,22504;GEOMETRIC_CENTER
2024;Porto Alegre;4314902;EEI MEU MUNDO CRIANCA;43089259;Privada;1;1;RUA PEDRO BOTICARIO;599;;GLORIA;90660070;1;1;30;0;0;0;0;0;-30,0740029;-51,199611;ROOFTOP
2024;Porto Alegre;4314902;EEI MUNDO DO SABER;43004407;Privada;1;1;AVENIDA EDGAR PIRES DE CASTRO;242;;ABERTA DOS MORROS;91787152;1;7;94;0;0;0;0;0;-30,1576413;-51,1887291;ROOFTOP
2024;Porto Alegre;4314902;EEI MUNDO DOS ANJOS;43295150;Privada;1;1;RUA GIORDANO BRUNO;96;;RIO BRANCO;90420150;1;9;86;0;0;0;0;0;-30,0342596;-51,2063366;ROOFTOP
2024;Porto Alegre;4314902;EEI MUNDO MAGICO;43191738;Privada;1;1;RUA VICENTE DA FONTOURA;1068;CASA;RIO BRANCO;90640000;1;7;110;0;0;0;0;6;-30,0494718;-51,2038175;RANGE_INTERPOLATED
2024;Porto Alegre;4314902;EEI MUNDO MAGICO DA ALEGRIA;43002269;Privada;1;1;RUA CIRINO PRUNES;292;;ESPIRITO SANTO;91770210;1;14;130;0;0;0;0;2;-30,1478863;-51,2123171;ROOFTOP
2024;Porto Alegre;4314902;EEI PA PI PUM;43001874;Privada;1;1;RUA FREDERICO ETZBERGER;301;;NONOAI;91720510;1;4;70;0;0;0;0;0;-30,0873338;-51,215479;ROOFTOP
2024;Porto Alegre;4314902;EEI PAIS E FILHOS;43002218;Privada;1;1;RUA SILVEIRO;841;;MENINO DEUS;90850170;1;10;96;0;0;0;0;0;-30,0674067;-51,2308297;ROOFTOP
2024;Porto Alegre;4314902;EEI PAMPEANO;43002200;Privada;1;1;RUA DONA LEONOR;360;;RIO BRANCO;90450210;1;11;166;0;0;0;0;0;-30,0351035;-51,2017414;ROOFTOP
2024;Porto Alegre;4314902;EEI PANAMERICANA;43089348;Privada;1;1;RUA JOAO PAETZEL;440;;CHACARA DAS PEDRAS;91330280;1;27;146;0;0;0;0;0;-30,0382111;-51,166651;ROOFTOP
2024;Porto Alegre;4314902;EEI PAPIPUM FLORESTA;43188338;Privada;1;1;RUA VISCONDE DO RIO BRANCO;321;;FLORESTA;90570140;1;5;26;0;0;0;0;0;-30,0156338;-51,2042281;ROOFTOP
2024;Porto Alegre;4314902;EEI PEDACINHO DO CEU;43142591;Privada;1;1;RUA JOSE CARLOS BRAGA;157;;MARIO QUINTANA;91270830;1;1;10;0;0;0;0;0;-30,0351412;-51,1197654;ROOFTOP
2024;Porto Alegre;4314902;EEI PEDACINHO DO CEU SOC SIMPLES;43188702;Privada;1;1;RUA TAPAJOS;149;;JARDIM SAO PEDRO;91040410;1;12;122;0;0;0;0;4;-30,0098107;-51,16366;ROOFTOP
2024;Porto Alegre;4314902;EEI PEQUENO APRENDIZ;43004679;Privada;1;1;RUA VITOR HUGO;25;;PETROPOLIS;90630070;1;5;58;0;0;0;0;0;-30,0435817;-51,1885142;ROOFTOP
2024;Porto Alegre;4314902;EEI PEQUENO APRENDIZ;43298214;Privada;1;1;RUA ANTONIO FRANCISCO LISBOA;150;;RUBEM BERTA;91180040;1;8;116;0;0;0;0;0;-30,0103632;-51,0968357;ROOFTOP
2024;Porto Alegre;4314902;EEI PEQUENOS BRILHANTES;43001998;Privada;1;1;AVENIDA BALTAZAR DE OLIVEIRA GARCIA;4660;FUNDOS LATERAL;RUBEM BERTA;91180000;1;4;66;0;0;0;0;0;-30,013577;-51,099115;ROOFTOP
